Source,CH1
Second,Volt
-0.02051600000,90.00000,
-0.02051200000,88.00000,
-0.02050800000,88.00000,
-0.02050400000,88.00000,
-0.02050000000,88.00000,
-0.02049600000,88.00000,
-0.02049200000,88.00000,
-0.02048800000,88.00000,
-0.02048400000,88.00000,
-0.02048000000,88.00000,
-0.02047600000,88.00000,
-0.02047200000,88.00000,
-0.02046800000,88.00000,
-0.02046400000,88.00000,
-0.02046000000,88.00000,
-0.02045600000,88.00000,
-0.02045200000,88.00000,
-0.02044800000,86.00000,
-0.02044400000,88.00000,
-0.02043999844,88.00000,
-0.02043600000,88.00000,
-0.02043199844,88.00000,
-0.02042800000,88.00000,
-0.02042399844,88.00000,
-0.02042000000,88.00000,
-0.02041600156,88.00000,
-0.02041200000,88.00000,
-0.02040800156,88.00000,
-0.02040400000,88.00000,
-0.02040000000,86.00000,
-0.02039600000,86.00000,
-0.02039200000,88.00000,
-0.02038800000,86.00000,
-0.02038400000,88.00000,
-0.02038000000,86.00000,
-0.02037600000,86.00000,
-0.02037200000,86.00000,
-0.02036800000,86.00000,
-0.02036400000,86.00000,
-0.02036000000,88.00000,
-0.02035600000,86.00000,
-0.02035200000,86.00000,
-0.02034800000,86.00000,
-0.02034400000,86.00000,
-0.02034000000,86.00000,
-0.02033600000,86.00000,
-0.02033200000,86.00000,
-0.02032800000,86.00000,
-0.02032400000,86.00000,
-0.02032000000,86.00000,
-0.02031599844,86.00000,
-0.02031200000,86.00000,
-0.02030799844,84.00000,
-0.02030400000,84.00000,
-0.02029999844,86.00000,
-0.02029600000,84.00000,
-0.02029200156,86.00000,
-0.02028800000,86.00000,
-0.02028400156,84.00000,
-0.02028000000,86.00000,
-0.02027600000,84.00000,
-0.02027200000,84.00000,
-0.02026800000,84.00000,
-0.02026400000,84.00000,
-0.02026000000,84.00000,
-0.02025600000,84.00000,
-0.02025200000,84.00000,
-0.02024800000,84.00000,
-0.02024400000,84.00000,
-0.02024000000,84.00000,
-0.02023600000,84.00000,
-0.02023200000,84.00000,
-0.02022800000,84.00000,
-0.02022400000,84.00000,
-0.02022000000,82.00000,
-0.02021600000,84.00000,
-0.02021200000,82.00000,
-0.02020800000,82.00000,
-0.02020400000,84.00000,
-0.02019999844,82.00000,
-0.02019600000,82.00000,
-0.02019199844,82.00000,
-0.02018800000,82.00000,
-0.02018399844,82.00000,
-0.02018000000,84.00000,
-0.02017599844,84.00000,
-0.02017200000,82.00000,
-0.02016800156,82.00000,
-0.02016400000,82.00000,
-0.02016000000,82.00000,
-0.02015600000,82.00000,
-0.02015200000,82.00000,
-0.02014800000,82.00000,
-0.02014400000,82.00000,
-0.02014000000,80.00000,
-0.02013600000,80.00000,
-0.02013200000,82.00000,
-0.02012800000,82.00000,
-0.02012400000,82.00000,
-0.02012000000,82.00000,
-0.02011600000,82.00000,
-0.02011200000,82.00000,
-0.02010800000,82.00000,
-0.02010400000,80.00000,
-0.02010000000,80.00000,
-0.02009600000,82.00000,
-0.02009200000,80.00000,
-0.02008800000,80.00000,
-0.02008400000,82.00000,
-0.02008000000,80.00000,
-0.02007599844,80.00000,
-0.02007200000,80.00000,
-0.02006799844,80.00000,
-0.02006400000,80.00000,
-0.02005999844,80.00000,
-0.02005600000,78.00000,
-0.02005200156,80.00000,
-0.02004800000,80.00000,
-0.02004400156,78.00000,
-0.02004000000,80.00000,
-0.02003600000,80.00000,
-0.02003200000,80.00000,
-0.02002800000,78.00000,
-0.02002400000,80.00000,
-0.02002000000,78.00000,
-0.02001600000,78.00000,
-0.02001200000,78.00000,
-0.02000800000,78.00000,
-0.02000400000,78.00000,
-0.02000000000,78.00000,
-0.01999600000,78.00000,
-0.01999200000,78.00000,
-0.01998800000,78.00000,
-0.01998400000,78.00000,
-0.01998000000,78.00000,
-0.01997600000,78.00000,
-0.01997200000,78.00000,
-0.01996800000,78.00000,
-0.01996400000,78.00000,
-0.01996000000,78.00000,
-0.01995600000,78.00000,
-0.01995199844,76.00000,
-0.01994800000,78.00000,
-0.01994399844,76.00000,
-0.01994000000,76.00000,
-0.01993599844,76.00000,
-0.01993200000,76.00000,
-0.01992800156,76.00000,
-0.01992400000,76.00000,
-0.01992000156,76.00000,
-0.01991600000,76.00000,
-0.01991200000,76.00000,
-0.01990800000,76.00000,
-0.01990400000,76.00000,
-0.01990000000,76.00000,
-0.01989600000,76.00000,
-0.01989200000,76.00000,
-0.01988800000,76.00000,
-0.01988400000,76.00000,
-0.01988000000,76.00000,
-0.01987600000,74.00000,
-0.01987200000,76.00000,
-0.01986800000,76.00000,
-0.01986400000,74.00000,
-0.01986000000,74.00000,
-0.01985600000,74.00000,
-0.01985200000,74.00000,
-0.01984800000,74.00000,
-0.01984400000,74.00000,
-0.01984000000,74.00000,
-0.01983600000,76.00000,
-0.01983200000,74.00000,
-0.01982799844,74.00000,
-0.01982400000,74.00000,
-0.01981999844,74.00000,
-0.01981600000,74.00000,
-0.01981199844,74.00000,
-0.01980800000,74.00000,
-0.01980400156,72.00000,
-0.01980000000,74.00000,
-0.01979600156,74.00000,
-0.01979200000,74.00000,
-0.01978800000,74.00000,
-0.01978400000,74.00000,
-0.01978000000,74.00000,
-0.01977600000,74.00000,
-0.01977200000,74.00000,
-0.01976800000,72.00000,
-0.01976400000,72.00000,
-0.01976000000,74.00000,
-0.01975600000,74.00000,
-0.01975200000,74.00000,
-0.01974800000,72.00000,
-0.01974400000,74.00000,
-0.01974000000,72.00000,
-0.01973600000,72.00000,
-0.01973200000,74.00000,
-0.01972800000,74.00000,
-0.01972400000,72.00000,
-0.01972000000,72.00000,
-0.01971600000,74.00000,
-0.01971200000,72.00000,
-0.01970800000,72.00000,
-0.01970399844,72.00000,
-0.01970000000,72.00000,
-0.01969599844,72.00000,
-0.01969200000,72.00000,
-0.01968799844,72.00000,
-0.01968400000,72.00000,
-0.01968000156,72.00000,
-0.01967600000,72.00000,
-0.01967200000,72.00000,
-0.01966800000,72.00000,
-0.01966400000,72.00000,
-0.01966000000,72.00000,
-0.01965600000,70.00000,
-0.01965200000,72.00000,
-0.01964800000,72.00000,
-0.01964400000,72.00000,
-0.01964000000,72.00000,
-0.01963600000,72.00000,
-0.01963200000,72.00000,
-0.01962800000,72.00000,
-0.01962400000,72.00000,
-0.01962000000,72.00000,
-0.01961600000,70.00000,
-0.01961200000,70.00000,
-0.01960800000,70.00000,
-0.01960400000,70.00000,
-0.01960000000,72.00000,
-0.01959600000,70.00000,
-0.01959200000,70.00000,
-0.01958799844,70.00000,
-0.01958400000,70.00000,
-0.01957999844,70.00000,
-0.01957600000,70.00000,
-0.01957199844,70.00000,
-0.01956800000,70.00000,
-0.01956399844,70.00000,
-0.01956000000,70.00000,
-0.01955600156,70.00000,
-0.01955200000,70.00000,
-0.01954800000,70.00000,
-0.01954400000,70.00000,
-0.01954000000,70.00000,
-0.01953600000,68.00000,
-0.01953200000,70.00000,
-0.01952800000,70.00000,
-0.01952400000,70.00000,
-0.01952000000,68.00000,
-0.01951600000,68.00000,
-0.01951200000,68.00000,
-0.01950800000,68.00000,
-0.01950400000,68.00000,
-0.01950000000,70.00000,
-0.01949600000,70.00000,
-0.01949200000,68.00000,
-0.01948800000,68.00000,
-0.01948400000,68.00000,
-0.01948000000,68.00000,
-0.01947600000,68.00000,
-0.01947200000,68.00000,
-0.01946800000,68.00000,
-0.01946399844,68.00000,
-0.01946000000,68.00000,
-0.01945599844,68.00000,
-0.01945200000,68.00000,
-0.01944799844,68.00000,
-0.01944400000,68.00000,
-0.01944000156,68.00000,
-0.01943600000,68.00000,
-0.01943200156,68.00000,
-0.01942800000,68.00000,
-0.01942400000,66.00000,
-0.01942000000,68.00000,
-0.01941600000,68.00000,
-0.01941200000,68.00000,
-0.01940800000,68.00000,
-0.01940400000,68.00000,
-0.01940000000,68.00000,
-0.01939600000,66.00000,
-0.01939200000,66.00000,
-0.01938800000,66.00000,
-0.01938400000,66.00000,
-0.01938000000,66.00000,
-0.01937600000,66.00000,
-0.01937200000,66.00000,
-0.01936800000,66.00000,
-0.01936400000,66.00000,
-0.01936000000,66.00000,
-0.01935600000,68.00000,
-0.01935200000,66.00000,
-0.01934800000,66.00000,
-0.01934400000,66.00000,
-0.01933999844,66.00000,
-0.01933600000,66.00000,
-0.01933199844,66.00000,
-0.01932800000,66.00000,
-0.01932399844,66.00000,
-0.01932000000,66.00000,
-0.01931600156,66.00000,
-0.01931200000,64.00000,
-0.01930800156,64.00000,
-0.01930400000,64.00000,
-0.01930000000,66.00000,
-0.01929600000,64.00000,
-0.01929200000,64.00000,
-0.01928800000,64.00000,
-0.01928400000,64.00000,
-0.01928000000,64.00000,
-0.01927600000,64.00000,
-0.01927200000,64.00000,
-0.01926800000,64.00000,
-0.01926400000,64.00000,
-0.01926000000,62.00000,
-0.01925600000,64.00000,
-0.01925200000,64.00000,
-0.01924800000,64.00000,
-0.01924400000,64.00000,
-0.01924000000,62.00000,
-0.01923600000,64.00000,
-0.01923200000,62.00000,
-0.01922800000,62.00000,
-0.01922400000,64.00000,
-0.01922000000,62.00000,
-0.01921599844,62.00000,
-0.01921200000,64.00000,
-0.01920799844,62.00000,
-0.01920400000,62.00000,
-0.01919999844,62.00000,
-0.01919600000,62.00000,
-0.01919200156,62.00000,
-0.01918800000,62.00000,
-0.01918400156,62.00000,
-0.01918000000,62.00000,
-0.01917600000,62.00000,
-0.01917200000,62.00000,
-0.01916800000,62.00000,
-0.01916400000,60.00000,
-0.01916000000,62.00000,
-0.01915600000,60.00000,
-0.01915200000,60.00000,
-0.01914800000,60.00000,
-0.01914400000,60.00000,
-0.01914000000,60.00000,
-0.01913600000,60.00000,
-0.01913200000,60.00000,
-0.01912800000,60.00000,
-0.01912400000,60.00000,
-0.01912000000,60.00000,
-0.01911600000,60.00000,
-0.01911200000,60.00000,
-0.01910800000,60.00000,
-0.01910400000,58.00000,
-0.01910000000,60.00000,
-0.01909600000,60.00000,
-0.01909199844,60.00000,
-0.01908800000,58.00000,
-0.01908399844,60.00000,
-0.01908000000,60.00000,
-0.01907599844,60.00000,
-0.01907200000,58.00000,
-0.01906800156,60.00000,
-0.01906400000,60.00000,
-0.01906000000,58.00000,
-0.01905600000,58.00000,
-0.01905200000,58.00000,
-0.01904800000,58.00000,
-0.01904400000,58.00000,
-0.01904000000,58.00000,
-0.01903600000,58.00000,
-0.01903200000,58.00000,
-0.01902800000,58.00000,
-0.01902400000,58.00000,
-0.01902000000,58.00000,
-0.01901600000,58.00000,
-0.01901200000,58.00000,
-0.01900800000,56.00000,
-0.01900400000,56.00000,
-0.01900000000,56.00000,
-0.01899600000,56.00000,
-0.01899200000,56.00000,
-0.01898800000,56.00000,
-0.01898400000,56.00000,
-0.01898000000,56.00000,
-0.01897599844,56.00000,
-0.01897200000,56.00000,
-0.01896799844,56.00000,
-0.01896400000,56.00000,
-0.01895999844,56.00000,
-0.01895600000,56.00000,
-0.01895199844,56.00000,
-0.01894800000,56.00000,
-0.01894400156,54.00000,
-0.01894000000,56.00000,
-0.01893600000,56.00000,
-0.01893200000,56.00000,
-0.01892800000,54.00000,
-0.01892400000,54.00000,
-0.01892000000,54.00000,
-0.01891600000,54.00000,
-0.01891200000,54.00000,
-0.01890800000,54.00000,
-0.01890400000,54.00000,
-0.01890000000,54.00000,
-0.01889600000,54.00000,
-0.01889200000,54.00000,
-0.01888800000,54.00000,
-0.01888400000,54.00000,
-0.01888000000,54.00000,
-0.01887600000,52.00000,
-0.01887200000,54.00000,
-0.01886800000,52.00000,
-0.01886400000,52.00000,
-0.01886000000,52.00000,
-0.01885600000,52.00000,
-0.01885199844,52.00000,
-0.01884800000,52.00000,
-0.01884399844,52.00000,
-0.01884000000,52.00000,
-0.01883599844,52.00000,
-0.01883200000,52.00000,
-0.01882800156,50.00000,
-0.01882400000,52.00000,
-0.01882000156,52.00000,
-0.01881600000,52.00000,
-0.01881200000,50.00000,
-0.01880800000,50.00000,
-0.01880400000,52.00000,
-0.01880000000,50.00000,
-0.01879600000,50.00000,
-0.01879200000,50.00000,
-0.01878800000,50.00000,
-0.01878400000,50.00000,
-0.01878000000,50.00000,
-0.01877600000,50.00000,
-0.01877200000,50.00000,
-0.01876800000,48.00000,
-0.01876400000,50.00000,
-0.01876000000,50.00000,
-0.01875600000,50.00000,
-0.01875200000,50.00000,
-0.01874800000,48.00000,
-0.01874400000,48.00000,
-0.01874000000,48.00000,
-0.01873600000,48.00000,
-0.01873200000,48.00000,
-0.01872799844,48.00000,
-0.01872400000,48.00000,
-0.01871999844,48.00000,
-0.01871600000,48.00000,
-0.01871199844,48.00000,
-0.01870800000,48.00000,
-0.01870400156,48.00000,
-0.01870000000,48.00000,
-0.01869600156,48.00000,
-0.01869200000,48.00000,
-0.01868800000,48.00000,
-0.01868400000,46.00000,
-0.01868000000,46.00000,
-0.01867600000,48.00000,
-0.01867200000,46.00000,
-0.01866800000,46.00000,
-0.01866400000,46.00000,
-0.01866000000,46.00000,
-0.01865600000,46.00000,
-0.01865200000,46.00000,
-0.01864800000,46.00000,
-0.01864400000,46.00000,
-0.01864000000,46.00000,
-0.01863600000,46.00000,
-0.01863200000,46.00000,
-0.01862800000,44.00000,
-0.01862400000,44.00000,
-0.01862000000,46.00000,
-0.01861600000,44.00000,
-0.01861200000,44.00000,
-0.01860800000,44.00000,
-0.01860399844,46.00000,
-0.01860000000,46.00000,
-0.01859599844,44.00000,
-0.01859200000,44.00000,
-0.01858799844,44.00000,
-0.01858400000,44.00000,
-0.01858000156,44.00000,
-0.01857600000,44.00000,
-0.01857200156,44.00000,
-0.01856800000,44.00000,
-0.01856400000,44.00000,
-0.01856000000,44.00000,
-0.01855600000,44.00000,
-0.01855200000,44.00000,
-0.01854800000,42.00000,
-0.01854400000,44.00000,
-0.01854000000,42.00000,
-0.01853600000,42.00000,
-0.01853200000,42.00000,
-0.01852800000,42.00000,
-0.01852400000,44.00000,
